id_normativo;orgao;tipo;ano;numero;titulo;link;link_dou;assunto;dt_captura;dt_emissao;dt_publicacao_dou;dt_modificacao;dt_retificacao;texto
74;"Receita Federal";"Ato Declaratório Executivo";2018;107;"Ato Declaratório Executivo ALF/BSB nº 107, de 10 de dezembro de 2018";NULL;NULL;"Dispõe sobre a liberação para fins de transferência do veículo que menciona.";2018-12-24;2018-12-10;NULL;NULL;NULL;"Dispõe sobre a liberação para fins de transferência do veículo que menciona.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO ADJUNTO DA ALFÂNDEGA DA RECEITA FEDERAL DO BRASIL NO AEROPORTO INTERNACIONAL DE BRASILIA, no uso de suas atribuições e de acordo com a competência conferida pelo art. 11, § 3º da Instrução Normativa SRF nº 338, de 7 de julho de 2003, atendendo ao que consta do processo nº 10111.720900/2018-19, e com fundamento no art. 131 combinado com o art. 124 do Regulamento Aduaneiro, aprovado pelo Decreto nº 6.759, de 05/02/2009, declara: face à dispensa do pagamento de tributos, por efeito de depreciação, e após a publicação do presente ato no Diário Oficial da União, acha-se liberado, para fins de transferência, o veículo marca VOLVO, modelo XC-60 T5, ano 2013, cor preta, chassi YV1DZ47HBD2435865, desembaraçada pela declaração de Importação nº13/0517683-0, de 18/03/2013, pela Alfândega no Porto de Santos, de propriedade da Embaixada Real da Noruega, CNPJ nº 03.668.742/0001-88.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Este Ato declaratório somente produzirá efeitos perante o Departamento de Trânsito quando acompanhado de cópia da sua publicação no Diário Oficial da União.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													LUIS EMILIO VINUEZA MARTINS																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Nota Normas: Este ato foi originalmente publicado sem a ementa."
75;"Receita Federal";"Ato Declaratório Executivo";2018;22;"Ato Declaratório Executivo DRF/GVS nº 22, de 13 de novembro de 2018";NULL;NULL;"Concede o Registro Especial para operação com papel imune destinado à impressão de livros jornais e periódicos.";2018-12-24;2018-11-13;NULL;NULL;NULL;"Concede o Registro Especial para operação com papel imune destinado à impressão de livros jornais e periódicos.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O AUDITOR-FISCAL DA RECEITA FEDERAL DO BRASIL, em exercício na DELEGACIA DA RECEITA FEDERAL DO BRASIL EM GOVERNADOR VALADARES/MG, no uso da competência que lhe confere o artigo 5º c/c § 2º do artigo 8º, ambos da Instrução Normativa RFB nº 1817, de 20 de julho de 2018 (Publicada no DOU de 24/07/2018, seção 1, página 170), e tendo em vista o disposto no mesmo ato normativo, que trata do Registro Especial de Controle de Papel Imune a que estão obrigados os fabricantes, os distribuidores, os importadores, as empresas jornalísticas ou editoras e as gráficas que realizem operações com papel destinado à impressão de livros, jornais e periódicos, e ainda considerando os autos do Processo Administrativo nº 17933.720348/2018-26, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º Concedido à pessoa jurídica Gráfica Nacional – EIRELI, CNPJ: 20.816.468/0001-66, com endereço à Rua Marechal Deodoro nº 856, Centro – Governador Valadares/MG, CEP 35010-280, sob o nº GR-06103/00082, o Registro Especial Papel Imune, na atividade de GRÁFICA.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º Este Ato Declaratório Executivo entra em vigor na data de sua publicação no Diário Oficial da União.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													FÁBIO APARECIDO DA SILVA"
76;"Receita Federal";"Ato Declaratório Executivo";2018;28;"Ato Declaratório Executivo DRF/NIU nº 28, de 21 de novembro de 2018";NULL;NULL;"Concede Registro Especial - papel imune Contribuinte:Gráfica Prime Studio EIRELI CNPJ:18.501.831/0001-02 Processo:10735.722.073/2018-52";2018-12-24;2018-11-21;NULL;NULL;NULL;"Concede Registro Especial – papel imune Contribuinte:Gráfica Prime Studio EIRELI CNPJ:18.501.831/0001-02 Processo:10735.722.073/2018-52																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O Chefe do Serviço de Fiscalização da RECEITA FEDERAL DO BRASIL EM NOVA IGUAÇU, de acordo com o disposto no Regimento Interno da Secretaria da Receita Federal do Brasil, aprovado pela Portaria MF nº 430, de 09 de outubro de 2017 e tendo em vista o disposto no art. 2º e 5º, da IN RFB nº1.817 de 20 de julho de 2.018, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º - Que, de conformidade com os termos do despacho exarado no Processo nº 10735.722.073/2018-52, fica o estabelecimento acima identificado inscrito como Gráfica (GP) sob o nº 07103/147 para realizar operações com papel destinado à impressão de livros, jornais e periódicos, no REGISTRO ESPECIAL previsto no art. 1º da Lei nº 11.945, de 04 de junho de 2009, regulamentado, no art.1º, da IN RFB nº 1.817/2.018, pelo prazo de três anos.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													CLAUDIO VASCONCELOS FILHO"
77;"Receita Federal";"Ato Declaratório Executivo";2018;41;"Ato Declaratório Executivo ALF/MNS nº 41, de 26 de novembro de 2018";NULL;NULL;"Certifica como Operador Econômico Autorizado a pessoa jurídica que especifica.";2018-12-24;2018-11-26;NULL;NULL;NULL;"Certifica como Operador Econômico Autorizado a pessoa jurídica que especifica.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O CHEFE DA EQUIPE DE GESTÃO DE OPERADORES ECONÔMICOS AUTORIZADOS, da Alfândega do Porto de Manaus, instituída por meio da Portaria MF nº 430, de 9 de outubro de 2017, que aprovou o Regimento Interno da RFB, no uso da atribuição que lhe confere o art. 18 da Instrução Normativa RFB nº 1.598, de 9 de dezembro de 2015, e tendo em vista o que consta no requerimento nº 169 do Sistema OEA, resolve:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º Certificar como Operador Econômico Autorizado, em caráter precário, com prazo de validade indeterminado, na modalidade OEA-Conformidade Nível 2, Importador e Exportador, YAMAHA MOTOR COMPONENTES DA AMAZONIA LTDA, inscrição no CNPJ/CPF sob nº 06.225.970/0001-71.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º Esta certificação é extensiva a todos os estabelecimentos da pessoa jurídica supracitada.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 3º Este Ato Declaratório Executivo entra em vigor na data de sua publicação no Diário Oficial da União.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													RENATO CÂMARA FERRO RIBEIRO DE GUSMÃO"
78;"Receita Federal";"Ato Declaratório Executivo";2018;13;"Ato Declaratório Executivo DRF/MBA nº 13, de 19 de novembro de 2018";NULL;NULL;"Cancela o Ato Declaratório Executivo DRF/MBA nº 5, de 1° de março de 2011, publicado no DOU em 3 de março de 2011, que formalizou a habilitação ao Regime Especial de Incentivos para o Desenvolvimento Industrial (REIDI), instituído pela Lei nº 11.488, de 15 de junho de 2007, e alterada pelas Leis nº 11.727/2008, 11.933/2009 e 12.249/2010.";2018-12-24;2018-11-19;NULL;NULL;NULL;"Cancela o Ato Declaratório Executivo DRF/MBA nº 5, de 1° de março de 2011, publicado no DOU em 3 de março de 2011, que formalizou a habilitação ao Regime Especial de Incentivos para o Desenvolvimento Industrial (REIDI), instituído pela Lei nº 11.488, de 15 de junho de 2007, e alterada pelas Leis nº 11.727/2008, 11.933/2009 e 12.249/2010.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO DA RECEITA FEDERAL DO BRASIL EM MARABÁ, no uso das atribuições que lhe confere o art.270, do Regimento Interno da Secretaria da Receita Federal do Brasil, aprovado pela Portaria MF nº 430, de 9 de outubro de 2017, publicada no DOU em 11 de outubro de 2017, e no disposto no art. 12, da Instrução Normativa RFB nº 758, de 25 de julho de 2007, e suas alterações, e considerando o que consta no processo 10218.721123/2018-23, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º. Fica cancelada de ofício a habilitação ao Regime Especial de Incentivos para o Desenvolvimento Industrial (REIDI), instituído pela Lei n° 11.488, de 15 de junho de 2007, da empresa SANTANA DO ARAGUAIA ENERGIA S.A., CNPJ 11.760.440/0001-63, formalizada pelo ADE da DRF/MBA n° 5, de 1° de março de 2011, publicado no DOU em 3 de março  de 2011.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º O presente Ato Declaratório Executivo entra em vigor na data de sua publicação.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													ARTHUR VINICIUS DA COSTA FERREIRA PINTO"
79;"Receita Federal";"Ato Declaratório Executivo";2018;24;"Ato Declaratório Executivo Codac nº 24, de 27 de novembro de 2018";NULL;NULL;"Dispõe sobre a instituição de códigos de receita para os casos que especifica.";2018-12-24;2018-11-27;NULL;NULL;NULL;"Dispõe sobre a instituição de códigos de receita para os casos que especifica.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O COORDENADOR-GERAL DE ARRECADAÇÃO E COBRANÇA SUBSTITUTO, no uso da atribuição que lhe confere o inciso II do art. 334 do Regimento Interno da Secretaria da Receita Federal do Brasil, aprovado pela Portaria MF nº 430, de 9 de outubro de 2017, e tendo em vista o disposto no art. 7º da Lei nº 9.019, de 30 de março de 1995, e nos arts. 772 e 773 do Decreto nº 6.759, de 5 de fevereiro de 2009, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º  Ficam instituídos os seguintes códigos de receita para serem utilizados em Documento de Arrecadação de Receitas Federais (Darf):																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													I - 5622 - Receitas de Medidas Compensatórias;																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													II - 5651 - Receitas de Medidas de Salvaguarda;																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													III - 5668 - Receitas de Medidas Compensatórias - Lançamento de Ofício; e																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													IV - 5674 - Receitas de Medidas de Salvaguarda - Lançamento de Ofício.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º  Este Ato Declaratório Executivo entra em vigor na data de sua publicação no Diário Oficial da União.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													MARCOS HUBNER FLORES"
80;"Receita Federal";"Ato Declaratório Executivo";2018;166;"Ato Declaratório Executivo DRF/CBA nº 166, de 27 de novembro de 2018";NULL;NULL;"Habilitação ao Regime Especial de Incentivos para o Desenvolvimento da Infra-Estrutura (REIDI), art. 1° da Lei n° 11.488, de 15 de junho de 2007, da pessoa jurídica e projeto que menciona.";2018-12-24;2018-11-27;NULL;NULL;NULL;"Habilitação ao Regime Especial de Incentivos para o Desenvolvimento da Infra-Estrutura (REIDI), art. 1° da Lei n° 11.488, de 15 de junho de 2007, da pessoa jurídica e projeto que menciona.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO DA RECEITA FEDERAL DO BRASIL EM CUIABÁ-MT, no uso das atribuições que lhe conferem o artigo 340, VIII, do Regimento Interno da Secretaria da Receita Federal do Brasil, aprovado pela Portaria MF n.º 430, de 09 de Outubro de 2017 e com base no art. 4º do Decreto nº 6.144 de 03 de julho de 2007, e no art. 11 da Instrução Normativa RFB nº 758, de 25 de julho de 2007, e tendo em vista o que consta do processo administrativo n° 10183.724058/2018-32, resolve:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1°. Habilitar a empresa abaixo identificada para operar no Regime Especial de Incentivos para o Desenvolvimento da Infraestrutura (REIDI), instituído pela Lei nº 11.488/2007 e regulamentado pelo Decreto nº 6.144/2007, consoante o disposto no artigo 11, da Instrução Normativa RFB nº 758, de 25 de julho de 2007, publicada no D.O.U. de 27 de julho de 2007, nos exatos termos da Portaria nº 49, de 12 de Fevereiro de 2018, da Secretaria de Planejamento e Desenvolvimento Energético.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													EMPRESA: ETEPA - EMPRESA TRANSMISSORA DE ENEGIA DO PARA S.A																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													CNPJ: 28.209.035/0001-54																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													PROJETO: Projeto de Transmissão de energia elétrica, relativo ao lote 33 do Leilão n° 005/2016-ANEEL;																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													SETOR FAVORECIDO: Energia;																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													PRAZO ESTIMADO PARA EXECUÇÃO: 11/08/2017 a 11/08/2021;																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2°. A suspensão do PIS/PASEP e da COFINS pode ser usufruída no período de 5 (cinco) anos, contados da data da publicação deste Ato declaratório, conforme art. 5° da Lei																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													n° 11.488/2007, com redação dada pela Medida Provisória n° 472/2009, ressalvado o disposto no art. 3° deste Ato declaratório.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 3°. Concluída a participação da pessoa jurídica no projeto, deverá ser solicitado, no prazo de trinta dias, contado da data em que adimplido o objeto do contrato, o cancelamento da respectiva habilitação ou co-habilitação, art. 9° do Decreto n° 6.144/2007.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 4°. A ausência da solicitação de que trata o art. 3° sujeita a pessoa jurídica à multa de R$ 5.000,00 (cinco mil reais) por mês-calendário ou fração de atraso, nos termos do art. 57, inciso I, da Medida Provisória nHYPERLINK "http://www.planalto.gov.br/ccivil_03/MPV/2158-35.htm#art57i" oHYPERLINK "http://www.planalto.gov.br/ccivil_03/MPV/2158-35.htm#art57i" 2.158-35, de 24 de agosto de 2001, sem prejuízo das demais sanções cabíveis, parágrafo único do art. 9° do Decreto n° 6.144/2007.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art.5°. Este Ato declaratório Executivo entra em vigor na data de sua publicação.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													OLDESIO SILVA ANHESINI"
81;"Receita Federal";"Ato Declaratório Executivo";2018;17;"Ato Declaratório Executivo DRF/LAG nº 17, de 28 de novembro de 2018";NULL;NULL;"Declara a nulidade da inscrição do CNPJ.";2018-12-24;2018-11-28;NULL;NULL;NULL;"Declara a nulidade da inscrição do CNPJ.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO DA RECEITA FEDERAL DO BRASIL DE LAGES/SC, no uso das atribuições que lhe são conferidas pelo Regimento Interno da Secretaria da Receita Federal do Brasil - RFB, aprovado pela Portaria MF n° 430, de 09 de outubro de 2017, e considerando o teor do processo nº 13984.721988/2018-05, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º A nulidade da inscrição do CNPJ 30.474.012/0001-19 - NELI APARECIDA BEIRÃO 05899730960.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º A declaração de nulidade surtirá efeitos a partir de 16/05/2018.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													CARLOS ALBERTO PADLIPSKAS"
82;"Receita Federal";"Ato Declaratório Executivo";2018;26;"Ato Declaratório Executivo DRF/BAU nº 26, de 21 de novembro de 2018";NULL;NULL;"Declara a baixa no Cadastro Nacional da Pessoa Jurídica (CNPJ) do Ministério da Fazenda por inexistência de fato.";2018-12-24;2018-11-21;NULL;NULL;NULL;"Declara a baixa no Cadastro Nacional da Pessoa Jurídica (CNPJ) do Ministério da Fazenda por inexistência de fato.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO DA RECEITA FEDERAL DO BRASIL EM BAURU/SP, com fundamento no artigo 340, inciso III da Portaria MF n° 430 de 09 de outubro de 2017, e tendo em vista o disposto no art. 29, inciso II, alínea "b", item 1 e art. 31, § 2°, ambos da Instrução Normativa RFB n° 1.684, de 06 de maio de 2016, além do que consta no dossiê 10825.722065/2018-05, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º A baixa por inexistência de fato da pessoa jurídica indicada abaixo.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º Este Ato declaratório entra em vigor na data de sua publicação.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																																																																																						CNPJ							Nome			Empresarial									16.103.919/0001-40							V.			DOS SANTOS AVILA EQUIPAMENTOS - ME																																																																																																																																																																																																																																																																																																																																																													 																																																																																													LUIZ CARLOS APARECIDO ANÉZIO"
83;"Receita Federal";"Ato Declaratório Executivo";2018;62;"Ato Declaratório Executivo DRF/PCA nº 62, de 28 de novembro de 2018";NULL;NULL;"Inscrição no Registro de Despachante Aduaneiro.";2018-12-24;2018-11-28;NULL;NULL;NULL;"Inscrição no Registro de Despachante Aduaneiro.																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													O DELEGADO DA RECEITA FEDERAL DO BRASIL EM PIRACICABA/SP, no uso das atribuições que lhe confere o artigo 340 do Regimento Interno da Secretaria da Receita Federal do Brasil (RFB), aprovado pela Portaria MF 430, de 09 de outubro de 2017, e tendo em vista o disposto na IN/RFB nº 1.209, de 07 novembro de 2011,bem como no artigo 810, § 3º, do Decreto 6.759/2009, publicado no DOU em 06 de fevereiro de 2009, com redação dada pelo artigo 1º do Decreto 7.213/2010, publicado no DOU em 16 de junho de 2010, declara:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º Incluída no Registro de Despachante Aduaneiro a seguinte inscrição:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																																																																																							NOME							CPF							PROCESSO			Nº									JOÃO			PEDRO MORATO DA CRUZ							387.948.078-84							13888.724023/2018-54																																																																																																																																																																																																																																																																																																																																																													 																																																																																													Art. 2º Este ato entrará em vigor na data de sua publicação no Diário Oficial da União.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													VITÓRIO DE JESUS DE LUCA BRUNHEROTO"
84;"Receita Federal";"Ato Declaratório Executivo";2018;29;"Ato Declaratório Executivo DRF/POA nº 29, de 28 de novembro de 2018";NULL;NULL;"Concede Registro Especial para estabelecimento que realiza operações com papel imune na atividade Gráfica";2018-12-24;2018-11-28;NULL;NULL;NULL;"Concede Registro Especial para estabelecimento que realiza operações com papel imune na atividade Gráfica																																																																																																																																																																																																																																																																																																																																																																																																																																													 																																																																																													A DELEGADA SUBSTITUTA DA RECEITA FEDERAL DO BRASIL EM PORTO ALEGRE/RS, exercendo a atribuição contida no art. 2º da Instrução Normativa RFB nº 976, de 7 de dezembro de 2009, e com fundamento em pedido formalizado no processo administrativo nº 11080.730.297/2018-42, resolve:																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 1º Conceder a inscrição no REGISTRO ESPECIAL instituído pela Lei nº 11.945, de 04 de junho de 2009, ao contribuinte GRÁFICA JORNAL 2M LTDA, CNPJ nº 03.851.285/0001-62, situado na Avenida Dorival Candido Luz de Oliveira nº 6125, na cidade de Gravataí, para realizar operações com papel imune, na atividade de Gráfica (GP), sob número GP-10101/530.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 2º O estabelecimento inscrito fica obrigado ao cumprimento da legislação tributária que rege a matéria, em especial das exigências estabelecidas nas Instruções Normativas RFB nº 976/2009 e RFB nº 1817/2018, sob pena de cancelamento dos registros, na forma dos artigos 7º e 11 das respectivas Instruções Normativas, além das demais sanções cabíveis.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													Art. 3º Este Ato declaratório entra em vigor na data de sua publicação.																																																																																																																																																																																																																																																																																																																																																																																																																										 																																																																																													MARISTELA M. M. B. BITTENCOURT"
